rank,lemma,reading,score,model_score,correction_delta,band,current,delta,core_rank,candidate_state,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,manual_review,manual_note,review_flags,exact_commonness,jlpt_exact_known,jlpt_raw_exact_known,jlpt_normalized_only_known,lesson_known,kana_preferred,rare_wago_obscure_written,kanji_surface,same_surface_risk,hard_form,soft_form,reading_inheritance,tail_guard,suspicion_full
110,午後,ごご,0.050593,0.050593,0.0,0.05-0.10,0.050593,0.0,630.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
111,若い,わかい,0.050763,0.050763,0.0,0.05-0.10,0.050763,0.0,641.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.130587,1.0,0.0,0.0,0.0,0.5,0.130587,0.0
112,家庭,かてい,0.051102,0.051102,0.0,0.05-0.10,0.051102,0.0,647.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
113,映画,えいが,0.051441,0.051441,0.0,0.05-0.10,0.051441,0.0,650.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0
114,終わる,おわる,0.05161,0.05161,0.0,0.05-0.10,0.05161,0.0,650.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.086173,1.0,0.0,0.0,1.0,1.0,0.086173,0.0
115,待つ,まつ,0.05178,0.05178,0.0,0.05-0.10,0.05178,0.0,661.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.084,1.0,0.0,0.0,1.0,1.0,0.084,0.0
116,頭,あたま,0.051949,0.051949,0.0,0.05-0.10,0.051949,0.0,674.0,normal_vocab,,,,,,,,,,early_kana_preferred_kanji,1.0,1.0,1.0,0.0,0.0,1.0,0.17428,1.0,0.0,0.0,1.0,1.0,1.0,0.0
117,町,まち,0.052119,0.052119,0.0,0.05-0.10,0.052119,0.0,680.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.083417,1.0,0.0,0.0,0.0,0.0,0.083417,0.0
118,働く,はたらく,0.052288,0.052288,0.0,0.05-0.10,0.052288,0.0,682.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.142483,1.0,0.0,0.0,0.0,1.0,0.142483,0.0
119,もっと,もっと,0.052458,0.052458,0.0,0.05-0.10,0.052458,0.0,686.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.017326,0.0,0.0,0.0,0.0,0.0,0.017326,0.0
120,飲む,のむ,0.052627,0.052627,0.0,0.05-0.10,0.052627,0.0,691.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.089242,1.0,0.0,1.0,0.0,1.0,0.089242,0.0
121,近く,ちかく,0.052966,0.052966,0.0,0.05-0.10,0.052966,0.0,718.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.086575,1.0,0.0,0.0,0.0,1.0,0.086575,0.0
122,渡る,わたる,0.053136,0.053136,0.0,0.05-0.10,0.053136,0.0,722.0,normal_vocab,,,,,,,,,,early_kana_preferred_kanji,1.0,1.0,1.0,0.0,0.0,1.0,0.133454,1.0,0.0,1.0,1.0,1.0,0.133454,0.0
123,質問,しつもん,0.053305,0.053305,0.0,0.05-0.10,0.053305,0.0,722.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
124,銀行,ぎんこう,0.053475,0.053475,0.0,0.05-0.10,0.053475,0.0,737.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
125,会う,あう,0.053644,0.053644,0.0,0.05-0.10,0.053644,0.0,746.0,normal_vocab,,,,,,,,,,early_kana_preferred_kanji,1.0,1.0,1.0,0.0,0.0,1.0,0.065663,1.0,0.0,0.0,1.0,1.0,0.065663,0.0
126,死ぬ,しぬ,0.053814,0.053814,0.0,0.05-0.10,0.053814,0.0,746.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.083887,1.0,0.0,1.0,0.0,0.0,0.083887,0.0
127,走る,はしる,0.053983,0.053983,0.0,0.05-0.10,0.053983,0.0,746.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.085393,1.0,0.0,0.0,1.0,1.0,0.085393,0.0
128,答える,こたえる,0.054153,0.054153,0.0,0.05-0.10,0.054153,0.0,751.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.097063,1.0,0.0,0.0,0.0,1.0,0.097063,0.0
129,夜,よる,0.054322,0.054322,0.0,0.05-0.10,0.054322,0.0,761.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.08249,1.0,0.0,0.0,0.0,0.0,0.08249,0.0
130,口,くち,0.054492,0.054492,0.0,0.05-0.10,0.054492,0.0,771.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.044256,1.0,0.0,0.0,0.0,0.0,0.044256,0.0
131,生まれる,うまれる,0.054661,0.054661,0.0,0.05-0.10,0.054661,0.0,784.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.077715,1.0,0.0,1.0,0.0,1.0,0.077715,0.0
132,近い,ちかい,0.054831,0.054831,0.0,0.05-0.10,0.054831,0.0,784.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.088827,1.0,0.0,0.0,0.0,1.0,0.088827,0.0
133,ホテル,ほてる,0.055,0.055,0.0,0.05-0.10,0.055,0.0,788.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,余り,あまり,0.055169,0.055169,0.0,0.05-0.10,0.055169,0.0,798.0,normal_vocab,display_only,あまり,normal_vocab,True,active,"The word is common and easy, but the adverbial learner-facing form is usually kana, reinforced by the strongly kana-preferred あんまり.",yes,,,early_kana_preferred_kanji,1.0,1.0,1.0,0.0,0.0,1.0,0.124611,1.0,0.0,1.0,1.0,1.0,0.124611,0.0
135,本,ほん,0.055339,0.055339,0.0,0.05-0.10,0.055339,0.0,803.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0
136,見せる,みせる,0.055508,0.055508,0.0,0.05-0.10,0.055508,0.0,816.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.070939,1.0,0.0,1.0,0.0,1.0,0.070939,0.0
137,下,した,0.055678,0.055678,0.0,0.05-0.10,0.055678,0.0,826.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.045126,1.0,0.0,0.0,0.0,0.5,0.045126,0.0
138,学生,がくせい,0.055847,0.055847,0.0,0.05-0.10,0.055847,0.0,826.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
139,村,むら,0.056017,0.056017,0.0,0.05-0.10,0.056017,0.0,826.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.087092,1.0,0.0,0.0,0.0,0.75,0.087092,0.0
140,起きる,おきる,0.056186,0.056186,0.0,0.05-0.10,0.056186,0.0,826.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.090486,1.0,0.0,0.0,0.0,1.0,0.090486,0.0
141,海,うみ,0.056356,0.056356,0.0,0.05-0.10,0.056356,0.0,832.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.093447,1.0,0.0,1.0,0.0,1.0,0.093447,0.0
142,旅行,りょこう,0.056525,0.056525,0.0,0.05-0.10,0.056525,0.0,841.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
143,午前,ごぜん,0.056695,0.056695,0.0,0.05-0.10,0.056695,0.0,861.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
144,大切,たいせつ,0.056864,0.056864,0.0,0.05-0.10,0.056864,0.0,861.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
145,始め,はじめ,0.057034,0.057034,0.0,0.05-0.10,0.057034,0.0,876.0,normal_vocab,display_only,はじめ,normal_vocab,True,active,"The word is easy, but standalone beginner-facing display is cleaner in kana.",yes,,,early_kana_preferred_kanji,1.0,1.0,1.0,0.0,0.0,1.0,0.089353,1.0,0.0,0.0,1.0,1.0,0.089353,0.0
146,難しい,むずかしい,0.057373,0.057373,0.0,0.05-0.10,0.057373,0.0,881.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.194778,1.0,0.0,1.0,1.0,1.0,1.0,0.0
147,大人,おとな,0.057542,0.057542,0.0,0.05-0.10,0.057542,0.0,901.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.206842,1.0,0.0,1.0,1.0,1.0,1.0,0.0
148,小さい,ちいさい,0.057712,0.057712,0.0,0.05-0.10,0.057712,0.0,901.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.073576,1.0,0.0,0.0,0.0,1.0,0.073576,0.0
149,低い,ひくい,0.057881,0.057881,0.0,0.05-0.10,0.057881,0.0,907.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.088831,1.0,0.0,1.0,0.0,1.0,0.088831,0.0
150,昨日,きのう,0.058051,0.058051,0.0,0.05-0.10,0.058051,0.0,944.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.137256,1.0,0.0,1.0,0.0,1.0,0.137256,0.0
151,毎日,まいにち,0.05822,0.05822,0.0,0.05-0.10,0.05822,0.0,944.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
152,足,あし,0.05839,0.05839,0.0,0.05-0.10,0.05839,0.0,944.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.051718,1.0,0.0,0.0,0.0,1.0,0.051718,0.0
153,道,みち,0.058559,0.058559,0.0,0.05-0.10,0.058559,0.0,944.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.188093,1.0,0.0,1.0,1.0,1.0,1.0,0.0
154,部屋,へや,0.058729,0.058729,0.0,0.05-0.10,0.058729,0.0,957.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.12531,1.0,0.0,0.0,0.0,1.0,0.12531,0.0
155,一日,ついたち,0.058898,0.058898,0.0,0.05-0.10,0.058898,0.0,964.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.198985,1.0,0.0,0.0,1.0,1.0,1.0,0.0
156,名前,なまえ,0.059068,0.059068,0.0,0.05-0.10,0.059068,0.0,964.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.073447,1.0,0.0,1.0,0.0,1.0,0.073447,0.0
157,小さな,ちいさな,0.059237,0.059237,0.0,0.05-0.10,0.059237,0.0,971.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.073714,1.0,0.0,0.0,0.0,1.0,0.073714,0.0
158,住む,すむ,0.059407,0.059407,0.0,0.05-0.10,0.059407,0.0,976.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.088084,1.0,0.0,0.0,0.0,1.0,0.088084,0.0
159,並ぶ,ならぶ,0.059576,0.059576,0.0,0.05-0.10,0.059576,0.0,985.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.147693,1.0,0.0,0.0,1.0,1.0,0.147693,0.0
160,楽しい,たのしい,0.059746,0.059746,0.0,0.05-0.10,0.059746,0.0,985.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.108866,1.0,0.0,1.0,1.0,1.0,0.108866,0.0
161,忘れる,わすれる,0.059915,0.059915,0.0,0.05-0.10,0.059915,0.0,997.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.13284,1.0,0.0,0.0,0.0,1.0,0.13284,0.0
162,花,はな,0.060085,0.060085,0.0,0.05-0.10,0.060085,0.0,997.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.071181,1.0,0.0,0.0,0.0,0.25,0.071181,0.0
163,音楽,おんがく,0.060254,0.060254,0.0,0.05-0.10,0.060254,0.0,997.0,normal_vocab,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
164,電気,でんき,0.060424,0.060424,0.0,0.05-0.10,0.060424,0.0,1022.0,normal_vocab,,,,,,,,,,,0.998,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
165,安い,やすい,0.060593,0.060593,0.0,0.05-0.10,0.060593,0.0,1034.0,normal_vocab,,,,,,,,,,,0.996909,1.0,1.0,0.0,0.0,0.0,0.072599,1.0,0.0,0.0,0.0,1.0,0.072599,0.0
166,川,かわ,0.060763,0.060763,0.0,0.05-0.10,0.060763,0.0,1053.0,normal_vocab,,,,,,,,,,,0.995182,1.0,1.0,0.0,0.0,0.0,0.04793,1.0,0.0,0.0,0.0,0.75,0.04793,0.0
167,左,ひだり,0.060932,0.060932,0.0,0.05-0.10,0.060932,0.0,1065.0,normal_vocab,,,,,,,,,,,0.994091,1.0,1.0,0.0,1.0,0.0,0.051807,1.0,0.0,0.0,0.0,0.25,0.051807,0.0
168,上る,のぼる,0.061102,0.061102,0.0,0.05-0.10,0.061102,0.0,1074.0,normal_vocab,,,,,,,,,,,0.993273,1.0,1.0,0.0,0.0,0.0,0.07182,1.0,0.0,1.0,1.0,1.0,0.07182,0.0
169,色,いろ,0.061271,0.061271,0.0,0.05-0.10,0.061271,0.0,1074.0,normal_vocab,,,,,,,,,,,0.993273,1.0,1.0,0.0,0.0,0.0,0.083569,1.0,0.0,0.0,0.0,0.5,0.083569,0.0
170,スポーツ,すぽーつ,0.061441,0.061441,0.0,0.05-0.10,0.061441,0.0,1092.0,normal_vocab,,,,,,,,,,,0.991636,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,友達,ともだち,0.06178,0.06178,0.0,0.05-0.10,0.06178,0.0,1102.0,normal_vocab,,,,,,,,,,,0.990727,1.0,1.0,0.0,1.0,0.0,0.135644,1.0,0.0,1.0,0.0,1.0,0.135644,0.0
172,夏,なつ,0.061949,0.061949,0.0,0.05-0.10,0.061949,0.0,1102.0,normal_vocab,,,,,,,,,,,0.990727,1.0,1.0,0.0,0.0,0.0,0.100012,1.0,0.0,0.0,0.0,0.0,0.100012,0.0
173,広い,ひろい,0.062119,0.062119,0.0,0.05-0.10,0.062119,0.0,1111.0,normal_vocab,,,,,,,,,,,0.989909,1.0,1.0,0.0,0.0,0.0,0.089241,1.0,0.0,1.0,0.0,1.0,0.089241,0.0
174,病気,びょうき,0.062288,0.062288,0.0,0.05-0.10,0.062288,0.0,1122.0,normal_vocab,,,,,,,,,,,0.988909,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
175,生徒,せいと,0.062458,0.062458,0.0,0.05-0.10,0.062458,0.0,1132.0,normal_vocab,,,,,,,,,,,0.988,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
176,カメラ,かめら,0.062627,0.062627,0.0,0.05-0.10,0.062627,0.0,1147.0,normal_vocab,,,,,,,,,,,0.986636,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
177,朝,あさ,0.062966,0.062966,0.0,0.05-0.10,0.062966,0.0,1158.0,normal_vocab,,,,,,,,,,,0.985636,1.0,1.0,0.0,1.0,0.0,0.110161,1.0,0.0,0.0,0.0,1.0,0.110161,0.0
178,歌,うた,0.063136,0.063136,0.0,0.05-0.10,0.063136,0.0,1158.0,normal_vocab,,,,,,,,,,,0.985636,1.0,1.0,0.0,0.0,0.0,0.149802,1.0,0.0,0.0,0.0,0.0,0.149802,0.0
179,売る,うる,0.063305,0.063305,0.0,0.05-0.10,0.063305,0.0,1183.0,normal_vocab,,,,,,,,,,,0.983364,1.0,1.0,0.0,0.0,0.0,0.092288,1.0,0.0,0.0,0.0,1.0,0.092288,0.0
180,奇麗,きれい,0.063475,0.063475,0.0,0.05-0.10,0.063475,0.0,1183.0,normal_vocab,display_only,きれい,normal_vocab,True,active,"The word is easy, but early learner display should prefer kana/common spelling.",yes,,,early_kana_preferred_kanji,0.983364,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.75,0.0,0.0
181,結構,けっこう,0.063644,0.063644,0.0,0.05-0.10,0.063644,0.0,1206.0,normal_vocab,,,,,,,,,,,0.981273,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
182,右,みぎ,0.063814,0.063814,0.0,0.05-0.10,0.063814,0.0,1256.0,normal_vocab,,,,,,,,,,,0.976727,1.0,1.0,0.0,1.0,0.0,0.049906,1.0,0.0,0.0,0.0,0.5,0.049906,0.0
183,着る,きる,0.063983,0.063983,0.0,0.05-0.10,0.063983,0.0,1256.0,normal_vocab,,,,,,,,,,,0.976727,1.0,1.0,0.0,0.0,0.0,0.103517,1.0,0.0,0.0,1.0,1.0,0.103517,0.0
184,動物,どうぶつ,0.064153,0.064153,0.0,0.05-0.10,0.064153,0.0,1276.0,normal_vocab,,,,,,,,,,,0.974909,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
185,大変,たいへん,0.064322,0.064322,0.0,0.05-0.10,0.064322,0.0,1276.0,normal_vocab,,,,,,,,,,,0.974909,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
186,年,とし,0.064492,0.064492,0.0,0.05-0.10,0.064492,0.0,1276.0,normal_vocab,,,,,,,,,,,0.974909,1.0,1.0,0.0,0.0,0.0,0.066829,1.0,0.0,0.0,0.0,0.25,0.066829,0.0
187,半分,はんぶん,0.064661,0.064661,0.0,0.05-0.10,0.064661,0.0,1295.0,normal_vocab,,,,,,,,,,,0.973182,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
188,外,そと,0.064831,0.064831,0.0,0.05-0.10,0.064831,0.0,1295.0,normal_vocab,,,,,,,,,,early_kana_preferred_kanji,0.973182,1.0,1.0,0.0,0.0,1.0,0.048269,1.0,0.0,1.0,1.0,1.0,0.048269,0.0
189,大丈夫,だいじょうぶ,0.065,0.065,0.0,0.05-0.10,0.065,0.0,1315.0,normal_vocab,,,,,,,,,,,0.971364,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
190,練習,れんしゅう,0.065169,0.065169,0.0,0.05-0.10,0.065169,0.0,1338.0,normal_vocab,,,,,,,,,,,0.969273,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
191,覚える,おぼえる,0.065339,0.065339,0.0,0.05-0.10,0.065339,0.0,1338.0,normal_vocab,,,,,,,,,,,0.969273,1.0,1.0,0.0,0.0,0.0,0.138406,1.0,0.0,0.0,1.0,1.0,0.138406,0.0
192,歌う,うたう,0.065508,0.065508,0.0,0.05-0.10,0.065508,0.0,1354.0,normal_vocab,,,,,,,,,,,0.967818,1.0,1.0,0.0,0.0,0.0,0.15187,1.0,0.0,0.0,1.0,0.0,0.15187,0.0
193,色々,いろいろ,0.065678,0.065678,0.0,0.05-0.10,0.065678,0.0,1354.0,normal_vocab,display_only,いろいろ,normal_vocab,True,active,"The word is common and easy, but early learner-facing display usually prefers kana.",yes,,,early_kana_preferred_kanji,0.967818,1.0,1.0,0.0,0.0,1.0,0.086668,1.0,0.0,1.0,1.0,1.0,0.086668,0.0
194,ニュース,にゅーす,0.065847,0.065847,0.0,0.05-0.10,0.065847,0.0,1400.0,normal_vocab,,,,,,,,,,,0.963636,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
195,嫌,いや,0.066017,0.066017,0.0,0.05-0.10,0.066017,0.0,1400.0,normal_vocab,,,,,,,,,,early_kana_preferred_kanji,0.963636,1.0,1.0,0.0,0.0,1.0,0.174513,1.0,0.0,0.0,1.0,0.0,0.174513,0.0
196,重い,おもい,0.066186,0.066186,0.0,0.05-0.10,0.066186,0.0,1425.0,normal_vocab,,,,,,,,,,,0.961364,1.0,1.0,0.0,0.0,0.0,0.099492,1.0,0.0,0.0,0.0,0.75,0.099492,0.0
197,北,きた,0.066356,0.066356,0.0,0.05-0.10,0.066356,0.0,1440.0,normal_vocab,,,,,,,,,,,0.96,1.0,1.0,0.0,1.0,0.0,0.211476,1.0,0.0,0.0,1.0,1.0,1.0,0.0
198,軽い,かるい,0.066525,0.066525,0.0,0.05-0.10,0.066525,0.0,1458.0,normal_vocab,,,,,,,,,,,0.958364,1.0,1.0,0.0,0.0,0.0,0.104095,1.0,0.0,0.0,0.0,1.0,0.104095,0.0
199,遊ぶ,あそぶ,0.066695,0.066695,0.0,0.05-0.10,0.066695,0.0,1458.0,normal_vocab,,,,,,,,,,,0.958364,1.0,1.0,0.0,0.0,0.0,0.203421,1.0,0.0,1.0,1.0,1.0,1.0,0.0
200,消える,きえる,0.066864,0.066864,0.0,0.05-0.10,0.066864,0.0,1478.0,normal_vocab,,,,,,,,,,,0.956545,1.0,1.0,0.0,0.0,0.0,0.14647,1.0,0.0,0.0,0.0,1.0,0.14647,0.0
201,東,ひがし,0.067034,0.067034,0.0,0.05-0.10,0.067034,0.0,1497.0,normal_vocab,,,,,,,,,,,0.954818,1.0,1.0,0.0,1.0,0.0,0.208968,1.0,0.0,1.0,1.0,1.0,1.0,0.0
202,野菜,やさい,0.067203,0.067203,0.0,0.05-0.10,0.067203,0.0,1517.0,normal_vocab,,,,,,,,,,,0.953,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
203,勉強,べんきょう,0.067373,0.067373,0.0,0.05-0.10,0.067373,0.0,1563.0,normal_vocab,,,,,,,,,,,0.948818,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
204,引く,ひく,0.067542,0.067542,0.0,0.05-0.10,0.067542,0.0,1563.0,normal_vocab,,,,,,,,,,,0.948818,1.0,1.0,0.0,0.0,0.0,0.087562,1.0,0.0,0.0,0.0,1.0,0.087562,0.0
205,猫,ねこ,0.067712,0.067712,0.0,0.05-0.10,0.067712,0.0,1563.0,normal_vocab,,,,,,,,,,early_kana_preferred_kanji,0.948818,1.0,1.0,0.0,1.0,1.0,0.212964,1.0,0.0,0.0,1.0,0.0,1.0,0.0
206,秋,あき,0.067881,0.067881,0.0,0.05-0.10,0.067881,0.0,1563.0,normal_vocab,,,,,,,,,,,0.948818,1.0,1.0,0.0,0.0,0.0,0.095854,1.0,0.0,0.0,0.0,0.25,0.095854,0.0
207,街,まち,0.068051,0.068051,0.0,0.05-0.10,0.068051,0.0,1563.0,normal_vocab,,,,,,,,,,,0.948818,1.0,1.0,0.0,0.0,0.0,0.200912,1.0,0.0,0.0,0.0,0.25,0.200912,0.0
208,雨,あめ,0.06822,0.06822,0.0,0.05-0.10,0.06822,0.0,1563.0,normal_vocab,,,,,,,,,,,0.948818,1.0,1.0,0.0,0.0,0.0,0.062282,1.0,0.0,0.0,0.0,0.0,0.062282,0.0
209,鳥,とり,0.06839,0.06839,0.0,0.05-0.10,0.06839,0.0,1563.0,normal_vocab,,,,,,,,,,,0.948818,1.0,1.0,0.0,0.0,0.0,0.102478,1.0,0.0,0.0,1.0,0.75,0.102478,0.0
210,春,はる,0.068559,0.068559,0.0,0.05-0.10,0.068559,0.0,1581.0,normal_vocab,,,,,,,,,,,0.947182,1.0,1.0,0.0,0.0,0.0,0.122807,1.0,0.0,0.0,0.0,1.0,0.122807,0.0
211,買い物,かいもの,0.068729,0.068729,0.0,0.05-0.10,0.068729,0.0,1581.0,normal_vocab,,,,,,,,,,,0.947182,1.0,1.0,0.0,1.0,0.0,0.116613,1.0,0.0,1.0,0.0,1.0,0.116613,0.0
212,公園,こうえん,0.068898,0.068898,0.0,0.05-0.10,0.068898,0.0,1606.0,normal_vocab,,,,,,,,,,,0.944909,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
213,勤める,つとめる,0.069068,0.069068,0.0,0.05-0.10,0.069068,0.0,1606.0,normal_vocab,,,,,,,,,,,0.944909,1.0,1.0,0.0,0.0,0.0,0.15548,1.0,0.0,0.0,0.0,1.0,0.15548,0.0
214,白い,しろい,0.069237,0.069237,0.0,0.05-0.10,0.069237,0.0,1606.0,normal_vocab,,,,,,,,,,,0.944909,1.0,1.0,0.0,0.0,0.0,0.204607,1.0,0.0,0.0,1.0,0.75,1.0,0.0
215,元気,げんき,0.069407,0.069407,0.0,0.05-0.10,0.069407,0.0,1625.0,normal_vocab,,,,,,,,,,,0.943182,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
216,寝る,ねる,0.069576,0.069576,0.0,0.05-0.10,0.069576,0.0,1625.0,normal_vocab,,,,,,,,,,,0.943182,1.0,1.0,0.0,1.0,0.0,0.139715,1.0,0.0,0.0,1.0,1.0,0.139715,0.0
217,木,き,0.069746,0.069746,0.0,0.05-0.10,0.069746,0.0,1625.0,normal_vocab,,,,,,,,,,,0.943182,1.0,1.0,0.0,0.0,0.0,0.047518,1.0,0.0,0.0,0.0,0.75,0.047518,0.0
218,絵,え,0.069915,0.069915,0.0,0.05-0.10,0.069915,0.0,1625.0,normal_vocab,,,,,,,,,,,0.943182,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
219,困る,こまる,0.070085,0.070085,0.0,0.05-0.10,0.070085,0.0,1650.0,normal_vocab,,,,,,,,,,,0.940909,1.0,1.0,0.0,0.0,0.0,0.142683,1.0,0.0,0.0,0.0,1.0,0.142683,0.0
220,授業,じゅぎょう,0.070254,0.070254,0.0,0.05-0.10,0.070254,0.0,1650.0,normal_vocab,,,,,,,,,,,0.940909,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
221,古い,ふるい,0.070424,0.070424,0.0,0.05-0.10,0.070424,0.0,1685.0,normal_vocab,,,,,,,,,,,0.937727,1.0,1.0,0.0,0.0,0.0,0.072952,1.0,0.0,0.0,1.0,0.25,0.072952,0.0
