rank,lemma,reading,score,model_score,correction_delta,band,spalex_rank,candidate_state,pos,pos_bucket,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,review_flags,translations,wordfreq_zipf,learner_source_known,learner_source_count,cognate_rescue,false_friend_caution,pos_function_risk,pos_other_risk,dict_marked_usage_risk,weak_form_risk,dictionary_sense_count,dictionary_entry_count,dictionary_marked_terms
104,del,,0.12,0.076645,0.043355,0.10-0.15,3.0,normal_vocab,adposition,other,score_floor,,normal_vocab,True,active,Reviewed as a core contraction/function form but not first-page ordinary vocabulary.,yes,"pos_other,function_or_grammar,reviewed_label,manual_correction","of the, from the (+ a masculine noun in singular).",7.01,1.0,0.333333,0.0,0.0,1.0,1.0,0.0,0.0,1,1,
105,son,,0.12,0.211887,-0.091887,0.10-0.15,17.0,normal_vocab,verb,verb,"score_override,restricted_admission",,inflected_or_nonlemma_form,False,active,Reviewed as likely inflected ser form and not ideal standalone lemma; keep available but restrict ordinary standalone admission.,yes,"reviewed_label,manual_correction,restricted_admission",tone (pleasant sound); son (afro-cuban musical form); musical composition in this form,6.26,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,3,1,
106,vida,,0.12,0.075946,0.044054,0.10-0.15,47.0,normal_vocab,noun,noun,score_floor,,normal_vocab,True,active,Reviewed beginner noun; small floor keeps it out of the ultra-first-page cluster.,yes,"reviewed_label,manual_correction",life; lifestyle; livelihood; living,5.95,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,9,1,
107,centro,,0.12,0.053093,0.066907,0.10-0.15,162.0,normal_vocab,noun,noun,score_floor,,normal_vocab,True,active,Reviewed common location/abstract noun; frequency and cognate ease placed it too early.,yes,manual_correction,"center; center, moderate tendencies or ideas; middle",5.44,1.0,0.666667,0.332868,0.133267,0.0,0.0,0.0,0.0,7,1,
108,hotel,,0.12,0.208541,-0.088541,0.10-0.15,1335.0,normal_vocab,noun,noun,score_override,,normal_vocab,True,active,Reviewed common travel noun and easy cognate; model placed it too late.,yes,"reviewed_label,manual_correction",hotel,4.8,1.0,1.0,0.555771,0.0,0.0,0.0,0.0,0.0,1,1,
109,televisión,,0.120909,0.120909,0.0,0.10-0.15,433.0,normal_vocab,noun,noun,,,,,,,,,"television (an electronic communication medium that allows the transmission of real-time visual images, and often sound); television set, tv set, television receiver, television, (colloquial) telly (a device for receiving television signals and displaying them in visual form); television (collectively, the programs broadcast via the medium of television)",4.99,1.0,0.333333,0.515289,0.137413,0.0,0.0,0.0,0.12,3,1,
110,hablar,,0.122625,0.122625,0.0,0.10-0.15,395.0,normal_vocab,verb,verb,,,,,,,,,"to talk; to speak; to communicate using words; to speak (a language); to talk or chat regularly with someone, especially on social media",5.45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,
111,color,,0.123147,0.123147,0.0,0.10-0.15,491.0,normal_vocab,noun,noun,,,,,,,,marked_usage,"color / colour, hue; complexion; rouge (cosmetics)",5.06,1.0,0.333333,0.525263,0.303161,0.0,0.0,1.0,0.0,8,2,"archaic,dialectal"
112,fuego,,0.123627,0.123627,0.0,0.10-0.15,518.0,normal_vocab,noun,noun,,,,,,,,,fire; fire! (cry to order soldiers to start shooting),5.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,
113,empresa,,0.124236,0.124236,0.0,0.10-0.15,370.0,normal_vocab,noun,noun,,,,,,,,,"company; enterprise, undertaking; task",5.28,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,3,1,
114,conocer,,0.124271,0.124271,0.0,0.10-0.15,594.0,normal_vocab,verb,verb,,,,,,,,marked_usage,"to know (a person or a place), to be familiar with, to be acquainted with; to meet; to get to know, become acquainted (with)",5.13,1.0,0.666667,0.050837,0.035369,0.0,0.0,1.0,0.0,10,1,archaic
115,posible,,0.124839,0.124839,0.0,0.10-0.15,145.0,normal_vocab,adjective,adjective,,,,,,,,,possible,5.38,1.0,0.666667,0.48748,0.0,0.0,0.0,0.0,0.0,1,1,
116,sol,,0.125115,0.125115,0.0,0.10-0.15,420.0,normal_vocab,noun,noun,,,,,,,,,sun; sunlight; sunny side (of a place),5.09,1.0,1.0,0.407582,0.375243,0.0,0.0,0.0,0.0,8,4,
117,calle,,0.125531,0.125531,0.0,0.10-0.15,422.0,normal_vocab,noun,noun,,,,,,,,,"street; lane (in a pool or racetrack, but not a highway)",5.27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,
118,programa,,0.125826,0.125826,0.0,0.10-0.15,203.0,normal_vocab,noun,noun,,,,,,,,,"programme, program; show, programme; program",5.35,1.0,0.666667,0.501383,0.113305,0.0,0.0,0.0,0.033333,3,1,
119,tío,,0.125935,0.125935,0.0,0.10-0.15,407.0,normal_vocab,noun,noun,,,,,,,,,"uncle (the brother, brother-in-law, or male cousin or cousin-in-law of either parent); unknown or any male person, dude, guy; friend, mate, pal, man, bro",4.59,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.02,4,1,
120,amigo,,0.126127,0.126127,0.0,0.10-0.15,443.0,normal_vocab,noun,noun,,,,,,,,marked_usage,friend; penis,5.36,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,slang
121,escuela,,0.126825,0.126825,0.0,0.10-0.15,432.0,normal_vocab,noun,noun,,,,,,,,,school (an institution dedicated to teaching and learning); school (the followers of a particular doctrine); crag,5.26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,
122,para,,0.129344,0.129344,0.0,0.10-0.15,8.0,normal_vocab,adposition,other,,,,,,,,"pos_other,function_or_grammar,reviewed_label","for, to (expressing a recipient); to, in order to, so, for (expressing the intended purpose of an action); by, due, due on, due by (expressing a deadline)",6.92,1.0,0.333333,0.0,0.0,1.0,1.0,0.0,0.0,7,1,
123,especial,,0.13016,0.13016,0.0,0.10-0.15,297.0,normal_vocab,adjective,adjective,,,,,,,,,special (distinguished by a unique quality); special (of particular interest or value); special,5.28,1.0,0.666667,0.491352,0.172741,0.0,0.0,0.0,0.033333,3,2,
124,pobre,,0.130223,0.130223,0.0,0.10-0.15,664.0,normal_vocab,adjective,adjective,,,,,,,,,"poor (pitiable, pitiful); poor (lacking money, resources, etc.)",4.95,1.0,0.666667,0.065152,0.010647,0.0,0.0,0.0,0.0,2,1,
125,tomar,,0.130419,0.130419,0.0,0.10-0.15,459.0,normal_vocab,verb,verb,,,,,,,,,"to take; to drink, have (especially an alcoholic beverage); to take (travel by means of)",5.28,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,4,1,
126,encontrar,,0.131087,0.131087,0.0,0.10-0.15,465.0,normal_vocab,verb,verb,,,,,,,,,"to meet; to find, encounter, come across; to meet, bump into",5.22,1.0,0.666667,0.212527,0.101057,0.0,0.0,0.0,0.066667,7,1,
127,silencio,,0.133304,0.133304,0.0,0.10-0.15,689.0,normal_vocab,noun,noun,,,,,,,,,silence; rest,4.89,1.0,1.0,0.23371,0.041067,0.0,0.0,0.0,0.033333,2,1,
128,tierra,,0.13473,0.13473,0.0,0.10-0.15,151.0,normal_vocab,noun,noun,,,,,,,,,"earth (planet of the solar system in which all of humanity resides); land, ground (earth surface not covered by oceans or other bodies of water); earth, soil (the unconsolidated mineral or organic material on the immediate surface of the earth)",5.36,1.0,1.0,0.173781,0.107927,0.0,0.0,0.0,0.0,9,1,
129,hija,,0.135321,0.135321,0.0,0.10-0.15,495.0,normal_vocab,noun,noun,,,,,,,,,daughter; female equivalent of hijo,5.06,1.0,0.666667,0.099669,0.0,0.0,0.0,0.0,0.0,1,1,
130,noviembre,,0.135373,0.135373,0.0,0.10-0.15,348.0,normal_vocab,noun,noun,,,,,,,,,november,5.16,1.0,0.333333,0.312915,0.0,0.0,0.0,0.0,0.066667,1,1,
131,cara,,0.135381,0.135381,0.0,0.10-0.15,500.0,normal_vocab,noun,noun,,,,,,,,,face (the front part of the head); face (one's facial expression); face (the frontal aspect of something),5.27,1.0,0.666667,0.193665,0.083266,0.0,0.0,0.0,0.0,7,1,
132,blanco,,0.135419,0.135419,0.0,0.10-0.15,482.0,normal_vocab,adjective,adjective,,,,,,,,,"white; argent; target, bullseye",5.09,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,4,2,
133,papel,,0.136164,0.136164,0.0,0.10-0.15,270.0,normal_vocab,noun,noun,,,,,,,,,paper; role,5.16,1.0,0.333333,0.249315,0.041067,0.0,0.0,0.0,0.0,2,1,
134,volver,,0.136975,0.136975,0.0,0.10-0.15,507.0,normal_vocab,verb,verb,,,,,,,,,"to return, to revert, to get back; to come back, go back; to do again",5.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,
135,abril,,0.137419,0.137419,0.0,0.10-0.15,313.0,normal_vocab,noun,noun,,,,,,,,,april; years of age,5.18,1.0,0.333333,0.282732,0.041067,0.0,0.0,0.0,0.0,2,1,
136,boca,,0.13745,0.13745,0.0,0.10-0.15,716.0,normal_vocab,noun,noun,,,,,,,,,"mouth, oral cavity; entrance, opening; estuary",5.03,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,3,1,
137,allá,,0.13918,0.13918,0.0,0.10-0.15,506.0,normal_vocab,adverb,adverb,,,,,,,,,"there, over there, thither, yonder (in a direction away from the speaker and the listener); then; back then (in time); expressing rejection or lack of interest towards the speaker",5.2,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.02,3,1,
138,campo,,0.139349,0.139349,0.0,0.10-0.15,225.0,normal_vocab,noun,noun,,,,,,,,,"countryside, country; field (large open area); pitch, (us) field (field on which soccer, rugby or field hockey is played)",5.18,1.0,0.666667,0.377969,0.172224,0.0,0.0,0.0,0.0,7,1,
139,cierto,,0.14,0.089532,0.050468,0.10-0.15,248.0,normal_vocab,adjective,adjective,score_floor,,normal_vocab,True,active,Reviewed common but semantically flexible adjective/discourse word; model placed it too early relative to clearer beginner vocabulary.,yes,manual_correction,"true; a certain, a specific",5.37,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,3,2,
140,hermano,,0.140513,0.140513,0.0,0.10-0.15,525.0,normal_vocab,noun,noun,,,,,,,,marked_usage,"brother; sibling; bro, dude (friendly term of address for a male of similar age.)",5.11,1.0,0.666667,0.0,0.0,0.0,0.0,1.0,0.0,3,1,informal
141,pregunta,,0.140629,0.140629,0.0,0.10-0.15,521.0,normal_vocab,noun,noun,,,,,,,,,question (sentence that asks for information),5.24,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.033333,1,1,
142,lista,,0.140641,0.140641,0.0,0.10-0.15,519.0,normal_vocab,noun,noun,,,,,,,,,"list, roll; stripe; roster",5.29,1.0,0.666667,0.429747,0.097234,0.0,0.0,0.0,0.0,3,1,
143,crear,,0.141004,0.141004,0.0,0.10-0.15,514.0,normal_vocab,verb,verb,,,,,,,,,to create,5.03,1.0,1.0,0.185553,0.0,0.0,0.0,0.0,0.0,1,1,
144,historia,,0.14102,0.14102,0.0,0.10-0.15,86.0,normal_vocab,noun,noun,,,,,,,,,history (the aggregate of past events); history (the branch of knowledge that studies the past); history (a set of events involving an entity),5.67,1.0,0.666667,0.284666,0.106158,0.0,0.0,0.0,0.033333,6,1,
145,club,,0.141545,0.141545,0.0,0.10-0.15,369.0,normal_vocab,noun,noun,,,,,,,,reviewed_label,"club (an association of members joining together for some common purpose, especially sports or recreation)",4.98,1.0,0.666667,0.641668,0.0,0.0,0.0,0.0,0.0,1,1,
146,bueno,,0.141615,0.141615,0.0,0.10-0.15,532.0,normal_vocab,adjective,adjective,,,,,,,,,good; fine; okay; fine,5.7,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,7,2,
147,futuro,,0.142694,0.142694,0.0,0.10-0.15,274.0,normal_vocab,noun,noun,,,,,,,,,"future (occurring in the future); future (the time ahead); future, future tense",5.21,1.0,0.666667,0.357554,0.117611,0.0,0.0,0.0,0.0,3,2,
148,fácil,,0.14289,0.14289,0.0,0.10-0.15,747.0,normal_vocab,adjective,adjective,,,,,,,,marked_usage,"easy, facile, simple (requiring little effort); easy-to-use, user-friendly (clipping of fácil de usar); easy (being readily available for sex)",5.24,1.0,0.666667,0.25,0.273388,0.0,0.0,1.0,0.02,5,2,"obsolete,slang"
149,importante,,0.143983,0.143983,0.0,0.10-0.15,114.0,normal_vocab,adjective,adjective,,,,,,,,,"important, that cares, that matters.",5.48,1.0,0.666667,0.523968,0.0,0.0,0.0,0.0,0.1,1,1,
150,cuarto,,0.144734,0.144734,0.0,0.10-0.15,549.0,normal_vocab,adjective,adjective,,,,,,,,marked_usage,"fourth; fourth (in a series); fourth, quarter (one of four equal divisions of a whole)",4.93,1.0,0.666667,0.0,0.0,0.0,0.0,1.0,0.0,22,2,slang
151,salir,,0.144832,0.144832,0.0,0.10-0.15,566.0,normal_vocab,verb,verb,,,,,,,,,"to go out, to leave, to depart, to head out; to go out, to come out (to leave one's abode to go to public places); to come out (e.g. from hiding), to come off (e.g. off the bench in a sport; off of a high place like a roof or ladder)",5.36,1.0,1.0,0.061339,0.039912,0.0,0.0,0.0,0.0,29,1,
152,como,,0.145254,0.145254,0.0,0.10-0.15,9.0,normal_vocab,conjunction,other,,,,,,,,"pos_other,function_or_grammar,reviewed_label","como (a city and comune, the capital of the province of como, lombardy); como (a province of lombardy, italy); a number of places in the united states:",6.73,1.0,0.333333,0.0,0.0,1.0,1.0,0.0,0.0,17,4,
153,pie,,0.145622,0.145622,0.0,0.10-0.15,570.0,normal_vocab,noun,noun,,,,,,,,,"foot (a part of the body); english or american foot (a unit of length equal to 30.48 cm); pie, a spanish foot (a former unit of length equivalent to about 27.9 cm)",4.94,1.0,0.666667,0.44424,0.286459,0.0,0.0,0.0,0.0,7,2,
154,manera,,0.146057,0.146057,0.0,0.10-0.15,129.0,normal_vocab,noun,noun,,,,,,,,,way; manner; method; style,5.61,1.0,0.666667,0.267646,0.0,0.0,0.0,0.0,0.0,1,1,
155,cielo,,0.147914,0.147914,0.0,0.10-0.15,599.0,normal_vocab,noun,noun,,,,,,,,,sky; heaven,4.96,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,
156,trabajar,,0.148629,0.148629,0.0,0.10-0.15,572.0,normal_vocab,verb,verb,,,,,,,,marked_usage,"to work; to work in, work on, to workshop (+ en); to suffer",5.22,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.033333,3,1,obsolete
157,negro,,0.148671,0.148671,0.0,0.10-0.15,586.0,normal_vocab,adjective,adjective,,,,,,,,marked_usage,black (the color perceived in the absence of light); a black person; a person of black african descent; a member of any typically dark-skinned people,5.1,1.0,0.666667,0.0,0.0,0.0,0.0,1.0,0.0,12,3,vulgar
158,ayudar,,0.148769,0.148769,0.0,0.10-0.15,868.0,normal_vocab,verb,verb,,,,,,,,,to help,5.06,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
159,viejo,,0.149469,0.149469,0.0,0.10-0.15,604.0,normal_vocab,adjective,adjective,,,,,,,,marked_usage,"old (having existed for a long time); old (having lived for many years); old (former, previous)",5.03,1.0,0.666667,0.0,0.0,0.0,0.0,1.0,0.0,9,2,slang
160,vivir,,0.149647,0.149647,0.0,0.10-0.15,614.0,normal_vocab,verb,verb,,,,,,,,,"to live; to be alive; to make a living, to live on; to live in, reside, inhabit",5.26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,
161,octubre,,0.150029,0.150029,0.0,0.15-0.20,311.0,normal_vocab,noun,noun,,,,,,,,,october,5.2,1.0,0.333333,0.147261,0.0,0.0,0.0,0.0,0.0,1,1,
162,atención,,0.150439,0.150439,0.0,0.15-0.20,344.0,normal_vocab,noun,noun,,,,,,,,,attention; courtesy; favor,5.26,1.0,0.666667,0.295143,0.073599,0.0,0.0,0.0,0.053333,3,1,
163,iglesia,,0.150659,0.150659,0.0,0.15-0.20,242.0,normal_vocab,noun,noun,,,,,,,,,church,5.12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
164,cambiar,,0.15072,0.15072,0.0,0.15-0.20,895.0,normal_vocab,verb,verb,,,,,,,,marked_usage,"to change, to shift, to switch, to alter; to modify; to switch, to switch up, to change, to trade, to swap (usually + de) (when implying changing from one thing to another)",5.11,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8,1,formal
165,hospital,,0.151353,0.151353,0.0,0.15-0.20,877.0,normal_vocab,noun,noun,,,,,,,,reviewed_label,hospital,4.94,1.0,1.0,0.603791,0.0,0.0,0.0,0.0,0.033333,1,1,
166,problema,,0.151815,0.151815,0.0,0.15-0.20,234.0,normal_vocab,noun,noun,,,,,,,,,"problem, issue, challenge (a difficulty or obstacle that has to be dealt with); trouble (in the singular or in the plural); question, dilemma, conundrum",5.5,1.0,0.666667,0.488043,0.142975,0.0,0.0,0.0,0.033333,4,1,
167,pequeño,,0.152071,0.152071,0.0,0.15-0.20,616.0,normal_vocab,adjective,adjective,,,,,,,,,small; little,5.09,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.03,1,1,
168,luna,,0.152431,0.152431,0.0,0.15-0.20,896.0,normal_vocab,noun,noun,,,,,,,,,moon; windshield; shirt,4.79,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,
169,mesa,,0.152805,0.152805,0.0,0.15-0.20,619.0,normal_vocab,noun,noun,,,,,,,,,table; dinner table; mesa,4.92,1.0,0.666667,0.41379,0.224111,0.0,0.0,0.0,0.0,6,1,
170,niño,,0.153397,0.153397,0.0,0.15-0.20,620.0,normal_vocab,noun,noun,,,,,,,,,"child, boy",5.1,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.03,1,1,
171,pensar,,0.15344,0.15344,0.0,0.15-0.20,613.0,normal_vocab,verb,verb,,,,,,,,,"to think, ponder; to reflect, think through; to think of, think that (have an opinion on)",5.27,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,4,1,
172,septiembre,,0.153561,0.153561,0.0,0.15-0.20,289.0,normal_vocab,noun,noun,,,,,,,,,september,5.13,1.0,0.333333,0.346965,0.0,0.0,0.0,0.0,0.1,1,1,
173,información,,0.153885,0.153885,0.0,0.15-0.20,186.0,normal_vocab,noun,noun,,,,,,,,,"information, data",5.48,1.0,0.666667,0.465472,0.0,0.0,0.0,0.0,0.153333,1,1,
174,entrar,,0.155345,0.155345,0.0,0.15-0.20,631.0,normal_vocab,verb,verb,,,,,,,,,to enter; to come in; to get in; to go in; to get inside; to come on in; to break in; to join; to enter; to start,5.07,1.0,0.666667,0.25,0.306273,0.0,0.0,0.0,0.0,12,1,
175,junio,,0.156213,0.156213,0.0,0.15-0.20,296.0,normal_vocab,noun,noun,,,,,,,,,june; a surname,5.17,1.0,0.333333,0.075044,0.019499,0.0,0.0,0.0,0.0,2,2,
176,falta,,0.156306,0.156306,0.0,0.15-0.20,293.0,normal_vocab,noun,noun,,,,,,,,,"lack, shortage; absence; day absent",5.44,1.0,0.666667,0.224809,0.106158,0.0,0.0,0.0,0.0,6,1,
177,ahora,,0.157392,0.157392,0.0,0.15-0.20,61.0,normal_vocab,adverb,adverb,,,,,,,,marked_usage,"now (at the present time); just now, just a moment ago (in the past); very soon, in a moment (in the future)",6.05,1.0,0.666667,0.0,0.0,0.0,0.0,1.0,0.0,8,2,literary
178,museo,,0.157841,0.157841,0.0,0.15-0.20,663.0,normal_vocab,noun,noun,,,,,,,,,museum,4.67,1.0,0.666667,0.14522,0.0,0.0,0.0,0.0,0.0,1,1,
179,señora,,0.158325,0.158325,0.0,0.15-0.20,662.0,normal_vocab,noun,noun,,,,,,,,,"ms; a title or form of address for a woman; formerly for a married, divorced, or widowed woman and now commonly for any adult woman regardless of marital status, depending on the region; lady; wife",4.92,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.03,3,1,
180,parque,,0.159624,0.159624,0.0,0.15-0.20,701.0,normal_vocab,noun,noun,,,,,,,,,park; parking lot; ammo,4.85,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,3,1,
181,después,,0.16,0.099034,0.060966,0.15-0.20,30.0,normal_vocab,adverb,adverb,score_floor,,normal_vocab,True,active,"Reviewed common temporal adverb; should remain beginner, but not as early as raw frequency placed it.",yes,"reviewed_label,manual_correction","later, afterwards, afterward, post; next; after",5.9,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.02,3,1,
182,tiempo,,0.16,0.075648,0.084352,0.15-0.20,36.0,normal_vocab,noun,noun,score_floor,,normal_vocab,True,active,Reviewed core time noun; frequency overpromoted it slightly.,yes,"reviewed_label,manual_correction","time; a while, period of time, long time, length of time, indeterminate amount of time; tense",5.97,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,4,1,
183,país,,0.16,0.077397,0.082603,0.15-0.20,46.0,normal_vocab,noun,noun,score_floor,,normal_vocab,True,active,Reviewed common country noun; model placed it too early.,yes,"reviewed_label,manual_correction","country (the territory of a nation); country, land (a set region of land having particular human occupation or agreed limits)",5.78,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.02,2,1,
184,real,,0.16,0.112043,0.047957,0.15-0.20,157.0,normal_vocab,noun,noun,score_floor,,normal_vocab,True,active,Reviewed easy cognate but semantically flexible/false-friend-adjacent adjective; model placed it too early relative to cleaner first-100 beginner vocabulary.,yes,"marked_usage,manual_correction","real; true friend, best friend; true",5.41,1.0,0.666667,0.621963,0.370097,0.0,0.0,1.0,0.0,6,5,informal
185,agosto,,0.160003,0.160003,0.0,0.15-0.20,357.0,normal_vocab,noun,noun,,,,,,,,,august,5.15,1.0,0.333333,0.072357,0.0,0.0,0.0,0.0,0.0,1,1,
186,marzo,,0.160251,0.160251,0.0,0.15-0.20,259.0,normal_vocab,noun,noun,,,,,,,,,march,5.22,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
187,sitio,,0.161157,0.161157,0.0,0.15-0.20,637.0,normal_vocab,noun,noun,,,,,,,,,"site, place; taxi stand; ranch",5.28,1.0,1.0,0.073439,0.030011,0.0,0.0,0.0,0.0,5,2,
188,enero,,0.161558,0.161558,0.0,0.15-0.20,254.0,normal_vocab,noun,noun,,,,,,,,,january,5.15,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
189,ahí,,0.161563,0.161563,0.0,0.15-0.20,698.0,normal_vocab,adverb,adverb,,,,,,,,,there: used to designate a place near the listener; that (in certain phrases),5.53,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.02,2,1,
190,río,,0.162084,0.162084,0.0,0.15-0.20,128.0,normal_vocab,noun,noun,,,,,,,,,river,5.1,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.02,1,1,
191,normal,,0.16379,0.16379,0.0,0.15-0.20,1038.0,normal_vocab,adjective,adjective,,,,,,,,,"normal, standard, regular, fine; perpendicular; a school for becoming a teacher",4.98,1.0,0.666667,0.520555,0.209494,0.0,0.0,0.0,0.0,3,2,
192,carne,,0.165369,0.165369,0.0,0.15-0.20,775.0,normal_vocab,noun,noun,,,,,,,,,"flesh, the soft part of a body which covers the bones; an animal’s meat, or by extension the edible “fleshy” or soft part of a fruit or vegetable",4.83,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,
193,pagar,,0.165609,0.165609,0.0,0.15-0.20,1065.0,normal_vocab,verb,verb,,,,,,,,,"to pay; to be worthwhile, to have a pay off",4.99,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,2,1,
194,mercado,,0.166145,0.166145,0.0,0.15-0.20,188.0,normal_vocab,noun,noun,,,,,,,,,market,5.16,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
195,profesor,,0.166236,0.166236,0.0,0.15-0.20,766.0,normal_vocab,noun,noun,,,,,,,,,professor (a faculty member); teacher,4.97,1.0,0.666667,0.440198,0.073277,0.0,0.0,0.0,0.033333,2,1,
196,buscar,,0.166927,0.166927,0.0,0.15-0.20,772.0,normal_vocab,verb,verb,,,,,,,,,"to seek, search for, look for, try to find, to scour; to look up (in a search engine, dictionary, etc.); to fetch, get, pick up",5.08,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,4,1,
